./images/0405_1.jpeg,0,114.6194309,36.0841376,203.35,0.009,0.009,0.021,-92.5,1.9,-1.3,1,10,1
./images/0405_2.jpeg,0,114.6194488,36.0845632,203.41,0.011,0.011,0.024,-102.2,-1.3,0.2,1,10,1
./images/0405_3.jpeg,0,114.6194515,36.0849888,203.47,0.011,0.011,0.023,-99,0.5,-0.8,1,10,1
./images/0405_4.jpeg,0,114.6194532,36.0854176,203.36,0.01,0.01,0.023,-100,0.1,1,1,10,1
./images/0405_5.jpeg,0,114.6194571,36.0858496,203.35,0.01,0.01,0.023,-99.8,0.5,0.3,1,10,1
./images/0405_6.jpeg,0,114.6194584,36.0862816,203.37,0.014,0.014,0.031,-99.6,0,1,1,10,1
./images/0405_7.jpeg,0,114.6194614,36.0867136,203.24,0.013,0.013,0.028,-99.7,0.1,1.3,1,10,1
./images/0405_8.jpeg,0,114.6194645,36.0871424,203.35,0.009,0.009,0.021,-99.1,0.4,1.1,1,10,1
./images/0405_9.jpeg,0,114.6194665,36.0875776,203.41,0.013,0.013,0.029,-98.7,0,2.2,1,10,1
./images/0405_10.jpeg,0,114.6194702,36.0880096,203.4,0.01,0.01,0.023,-99.3,0.6,1.7,1,10,1
./images/0405_11.jpeg,0,114.6194728,36.0884448,203.41,0.012,0.012,0.027,-98.6,0.1,2.1,1,10,1
./images/0405_12.jpeg,0,114.619476,36.0888768,203.41,0.01,0.01,0.024,-99.1,0.3,0.7,1,10,1
./images/0405_13.jpeg,0,114.6194783,36.0893088,203.29,0.011,0.011,0.025,-99.5,0.2,1.8,1,10,1
./images/0405_14.jpeg,0,114.6194808,36.0897408,203.32,0.027,0.027,0.071,-100.4,0,3.1,1,10,1
./images/0405_15.jpeg,0,114.6194835,36.0901728,203.3,0.011,0.011,0.026,-101.3,0,2.3,1,10,1
./images/0405_16.jpeg,0,114.6194863,36.0906048,203.38,0.009,0.009,0.021,-100.3,-0.1,3.5,1,10,1
./images/0405_17.jpeg,0,114.6194893,36.09104,203.33,0.01,0.01,0.022,-100,0.5,0.9,1,10,1
./images/0405_18.jpeg,0,114.6194912,36.091472,203.46,0.011,0.011,0.025,-99.3,0,2.1,1,10,1
./images/0405_19.jpeg,0,114.6194944,36.0919072,203.35,0.01,0.01,0.024,-97.8,0.5,1,1,10,1
./images/0405_20.jpeg,0,114.6194983,36.0923392,203.42,0.01,0.01,0.023,-98.4,0.6,-0.8,1,10,1
./images/0405_21.jpeg,0,114.6194999,36.0927744,203.27,0.011,0.011,0.024,-98,-0.2,0.7,1,10,1
./images/0405_22.jpeg,0,114.6195035,36.0932032,203.4,0.011,0.011,0.026,-99.5,0.6,-0.2,1,10,1
./images/0405_23.jpeg,0,114.6195059,36.093632,203.39,0.009,0.009,0.02,-93.8,0,0,1,10,1
./images/0405_24.jpeg,0,114.6193549,36.0940384,203.27,0.009,0.009,0.021,-96.9,-54.8,0,1,10,1
./images/0405_25.jpeg,0,114.6189306,36.094112,203.28,0.01,0.01,0.023,-91.5,-107.6,0.9,1,10,1
./images/0405_26.jpeg,0,114.6185827,36.0938656,203.3,0.029,0.029,0.087,-88.8,-162.8,-5.3,1,10,1
./images/0405_27.jpeg,0,114.6185733,36.0934368,203.49,0.013,0.013,0.028,-91.2,-178.7,0,1,10,1
./images/0405_28.jpeg,0,114.6185696,36.0929952,203.37,0.009,0.009,0.022,-90.9,179.6,2.5,1,10,1
./images/0405_29.jpeg,0,114.6185649,36.0925632,203.38,0.012,0.012,0.028,-90.8,-179.2,1.3,1,10,1
./images/0405_30.jpeg,0,114.6185613,36.0921312,203.34,0.011,0.011,0.026,-90.7,180,0.3,1,10,1
./images/0405_31.jpeg,0,114.6185584,36.0916992,203.38,0.009,0.009,0.021,-90.6,-179.3,-0.6,1,10,1
./images/0405_32.jpeg,0,114.6185556,36.0912672,203.34,0.01,0.01,0.023,-90.5,-179.7,-0.6,1,10,1
./images/0405_33.jpeg,0,114.6185533,36.090832,203.34,0.009,0.009,0.022,-90.2,-179.9,-0.6,1,10,1
./images/0405_34.jpeg,0,114.6185503,36.0904,203.37,0.009,0.009,0.022,-91.5,-179.4,0,1,10,1
./images/0405_35.jpeg,0,114.6185465,36.089968,203.4,0.014,0.014,0.032,-90.9,-179.5,-1.4,1,10,1
./images/0405_36.jpeg,0,114.6185418,36.089536,203.49,0.013,0.013,0.03,-90.6,-179.7,-5.6,1,10,1
./images/0405_37.jpeg,0,114.6185411,36.089104,203.4,0.012,0.012,0.031,-90.3,-179.1,-1.9,1,10,1
./images/0405_38.jpeg,0,114.6185395,36.0886688,203.35,0.01,0.01,0.022,-92.7,-179.4,-0.3,1,10,1
./images/0405_39.jpeg,0,114.618536,36.08824,203.42,0.009,0.009,0.021,-96.4,-179.6,0.3,1,10,1
./images/0405_40.jpeg,0,114.6185326,36.0878048,203.35,0.012,0.012,0.028,-92.1,-179.6,-1.1,1,10,1
./images/0405_41.jpeg,0,114.6185304,36.0873728,203.34,0.009,0.009,0.021,-92.6,-179.5,0.5,1,10,1
./images/0405_42.jpeg,0,114.6185275,36.0869376,203.34,0.011,0.011,0.026,-88.7,-179.6,-1.1,1,10,1
./images/0405_43.jpeg,0,114.618525,36.0865056,203.29,0.016,0.016,0.036,-91.6,180,0.3,1,10,1
./images/0405_44.jpeg,0,114.6185222,36.0860736,203.32,0.019,0.019,0.043,-90.9,-179.6,0.2,1,10,1
./images/0405_45.jpeg,0,114.6185194,36.0856384,203.38,0.023,0.023,0.05,-90.8,-179.9,1.2,1,10,1
./images/0405_46.jpeg,0,114.6185169,36.0852064,203.43,0.025,0.025,0.056,-91.9,-179.7,1,1,10,1
./images/0405_47.jpeg,0,114.6185136,36.0847744,203.36,0.03,0.03,0.08,-92.1,-179,-0.2,1,10,1
./images/0405_48.jpeg,0,114.6185108,36.0843424,203.38,0.01,0.01,0.024,-86.6,-179.6,0.2,1,10,1
./images/0405_49.jpeg,0,114.6184327,36.0839168,203.31,0.014,0.014,0.032,-92,-140.5,9.7,1,10,1
./images/0405_50.jpeg,0,114.6180336,36.0837696,203.44,0.01,0.01,0.024,-92.3,-87.4,11.6,1,10,1
./images/0405_51.jpeg,0,114.6176404,36.0839488,203.44,0.016,0.016,0.035,-97.7,-29.8,7.9,1,10,1
./images/0405_52.jpeg,0,114.6175824,36.084384,203.34,0.012,0.012,0.026,-104.5,-2.2,-2.1,1,10,1
./images/0405_53.jpeg,0,114.6175804,36.0848096,203.43,0.015,0.015,0.033,-96.9,0.4,-0.5,1,10,1
./images/0405_54.jpeg,0,114.6175826,36.0852416,203.22,0.014,0.014,0.031,-99.6,-0.5,0.9,1,10,1
./images/0405_55.jpeg,0,114.6175861,36.0856704,203.37,0.014,0.014,0.031,-101.8,0.7,0,1,10,1
./images/0405_56.jpeg,0,114.6175874,36.0861024,203.33,0.016,0.016,0.034,-99.4,-0.1,0,1,10,1
./images/0405_57.jpeg,0,114.6175911,36.0865376,203.36,0.009,0.009,0.023,-100.1,0.7,0,1,10,1
./images/0405_58.jpeg,0,114.617593,36.0869696,203.41,0.008,0.008,0.02,-99.9,0.2,0.1,1,10,1
./images/0405_59.jpeg,0,114.6175961,36.0874016,203.31,0.01,0.01,0.024,-99.3,0.2,0.6,1,10,1
./images/0405_60.jpeg,0,114.6175989,36.0878368,203.41,0.012,0.012,0.028,-99,0.1,2,1,10,1
./images/0405_61.jpeg,0,114.6176007,36.0882688,203.29,0.01,0.01,0.023,-100.6,0.2,2.6,1,10,1
./images/0405_62.jpeg,0,114.6176044,36.0887008,203.39,0.008,0.008,0.02,-98.5,0.7,1.3,1,10,1
./images/0405_63.jpeg,0,114.617608,36.0891328,203.38,0.013,0.013,0.03,-100,0.3,0.8,1,10,1
./images/0405_64.jpeg,0,114.61761,36.089568,203.5,0.01,0.01,0.023,-99.1,0,1.8,1,10,1
./images/0405_65.jpeg,0,114.6176116,36.09,203.29,0.009,0.009,0.021,-100.7,0.1,3.8,1,10,1
./images/0405_66.jpeg,0,114.6176163,36.0904352,203.37,0.01,0.01,0.023,-98,0.3,1.2,1,10,1
./images/0405_67.jpeg,0,114.6176191,36.0908672,203.34,0.01,0.01,0.025,-100.4,0,0.9,1,10,1
./images/0405_68.jpeg,0,114.6176227,36.0912992,203.24,0.009,0.009,0.022,-98.4,0.6,-0.5,1,10,1
./images/0405_69.jpeg,0,114.6176238,36.0917312,203.39,0.012,0.012,0.028,-99,0,0.5,1,10,1
./images/0405_70.jpeg,0,114.6176268,36.0921664,203.24,0.01,0.01,0.024,-97.5,0.7,0.7,1,10,1
./images/0405_71.jpeg,0,114.6176303,36.0926016,203.28,0.011,0.011,0.024,-97.1,0.2,-0.1,1,10,1
./images/0405_72.jpeg,0,114.6176339,36.0930304,203.3,0.01,0.01,0.023,-100.7,0.3,-0.8,1,10,1
./images/0405_73.jpeg,0,114.6176355,36.0934784,203.43,0.009,0.009,0.021,-100.1,0,0.1,1,10,1
./images/0405_74.jpeg,0,114.6176185,36.0938944,203.39,0.012,0.012,0.029,-98.3,-24.4,-6.5,1,10,1
./images/0405_75.jpeg,0,114.6172636,36.094128,203.4,0.01,0.01,0.025,-92.8,-83.9,-2.4,1,10,1
./images/0405_76.jpeg,0,114.6168455,36.0940288,203.25,0.01,0.01,0.022,-89.5,-135.9,-2.2,1,10,1
./images/0405_77.jpeg,0,114.6167059,36.0936256,203.25,0.011,0.011,0.025,-94.9,-177.6,5.2,1,10,1
./images/0405_78.jpeg,0,114.6166999,36.0931936,203.3,0.009,0.009,0.022,-90.4,-179.6,2.4,1,10,1
./images/0405_79.jpeg,0,114.6166975,36.0927616,203.44,0.01,0.01,0.024,-90.4,-179.7,2.1,1,10,1
./images/0405_80.jpeg,0,114.6166941,36.0923296,203.36,0.011,0.011,0.026,-91.9,179.2,1.6,1,10,1
./images/0405_81.jpeg,0,114.6166898,36.0918976,203.44,0.008,0.008,0.02,-94.6,179.7,-1.2,1,10,1
./images/0405_82.jpeg,0,114.6166883,36.0914656,203.31,0.01,0.01,0.022,-93.2,179.6,0,1,10,1
./images/0405_83.jpeg,0,114.6166841,36.0910336,203.36,0.011,0.011,0.025,-92,-179.2,-2,1,10,1
./images/0405_84.jpeg,0,114.6166819,36.0905984,203.28,0.012,0.012,0.026,-90.8,-179.9,0.8,1,10,1
./images/0405_85.jpeg,0,114.6166783,36.0901664,203.37,0.012,0.012,0.028,-90.6,179.6,-3.1,1,10,1
./images/0405_86.jpeg,0,114.6166758,36.0897344,203.32,0.011,0.011,0.026,-91.8,-179.2,-1,1,10,1
./images/0405_87.jpeg,0,114.6166733,36.0892992,203.36,0.01,0.01,0.023,-91.3,-179.6,-0.2,1,10,1
./images/0405_88.jpeg,0,114.616671,36.0888672,203.38,0.012,0.012,0.026,-91.8,-179.6,-1.2,1,10,1
./images/0405_89.jpeg,0,114.6166682,36.0884352,203.33,0.011,0.011,0.025,-92.3,-179.8,-0.7,1,10,1
./images/0405_90.jpeg,0,114.6166648,36.0880032,203.43,0.026,0.026,0.068,-92.4,-179.5,-1.1,1,10,1
./images/0405_91.jpeg,0,114.6166621,36.0875712,203.39,0.01,0.01,0.024,-92.6,-179.8,-1.3,1,10,1
./images/0405_92.jpeg,0,114.6166594,36.087136,203.48,0.012,0.012,0.029,-92,-179.7,-1.1,1,10,1
./images/0405_93.jpeg,0,114.6166557,36.086704,203.33,0.016,0.016,0.038,-91.6,-179.6,-2.7,1,10,1
./images/0405_94.jpeg,0,114.6166542,36.086272,203.34,0.02,0.02,0.046,-90.7,-179.8,-0.9,1,10,1
./images/0405_95.jpeg,0,114.6166519,36.08584,203.33,0.01,0.01,0.025,-91.4,-179.7,-0.7,1,10,1
./images/0405_96.jpeg,0,114.6166486,36.0854048,203.43,0.008,0.008,0.02,-91.6,-179.3,-0.9,1,10,1
./images/0405_97.jpeg,0,114.6166446,36.0849728,203.36,0.009,0.009,0.021,-92,-179.4,-1.7,1,10,1
./images/0405_98.jpeg,0,114.6166432,36.0845408,203.39,0.01,0.01,0.023,-92.2,179.8,-0.6,1,10,1
